#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
589390	23411	51142	116983	119326	RP11-57G10.3	AAG10	SIRT1	CHCHD2	SIR2L1	C7orf17	Affinity Capture-MS	physical	Law IK (2009)	PUBMED:19343720	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96EB6	B0QZ35|E9PC49|A8K128|A0A024QZQ1	NP_036370|NP_001300978|NP_001135970	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3096500	51142	9401	119326	114798	AAG10	-	CHCHD2	RECQL4	C7orf17	RECQ4	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.838134481	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.838134481, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	O94761	-	NP_004251	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3099599	55847	51142	120949	119326	MDS029	AAG10	CISD1	CHCHD2	C10orf70|ZCD1|mitoNEET	C7orf17	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.923557771	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.923557771, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9NZ45	A0A024QZN7	NP_060934	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3105498	51142	3930	119326	110122	AAG10	PRO0650	CHCHD2	LBR	C7orf17	DHCR14B|LMN2R|PHA|TDRD18	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.914321838	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.914321838, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 0.999970889, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	Q14739	-	NP_919424|NP_002287	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3113268	51142	56257	119326	121122	AAG10	-	CHCHD2	MEPCE	C7orf17	BCDIN3	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.894913451	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.894913451, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	Q7L2J0	-	NP_062552|NP_001181921|NP_001181920|NP_001181919	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3117985	2301	51142	108590	119326	-	AAG10	FOXE3	CHCHD2	FKHL12|FREAC8	C7orf17	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999202303	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999202303, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q13461	-	NP_036318	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3119251	26168	51142	117594	119326	-	AAG10	SENP3	CHCHD2	SMT3IP1|SSP3|Ulp1	C7orf17	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.995619246	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.995619246, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9H4L4	-	NP_056485	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3122271	51142	55143	119326	120446	AAG10	-	CHCHD2	CDCA8	C7orf17	BOR|BOREALIN|DasraB|MESRGP	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.957004918	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.957004918, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	Q53HL2	-	NP_001243804|NP_060571	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3122275	51142	55147	119326	120450	AAG10	PP239	CHCHD2	RBM23	C7orf17	CAPERbeta|RNPC4	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.99745979	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.99745979, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 0.999999372, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	Q86U06	G3XAP0	NP_001070819|NP_001070820|NP_001339692|NP_001339693|NP_001294973|NP_001339691|NP_060577|NP_001339694|NP_001339695	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3130036	51142	163033	119326	127842	AAG10	-	CHCHD2	ZNF579	C7orf17	-	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999995969	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999995969, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 0.999998727, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	Q8NAF0	-	NP_689813	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3130607	51142	1967	119326	108286	AAG10	-	CHCHD2	EIF2B1	C7orf17	EIF2B|EIF2BA	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.974875718	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.974875718, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 0.895884554, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	Q14232	-	NP_001405	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3131536	51142	58509	119326	121836	AAG10	-	CHCHD2	CACTIN	C7orf17	C19orf29|NY-REN-24|fSAPc	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.990590166	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.990590166, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 0.999984103, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	Q8WUQ7	-	NP_067054|NP_001074012	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3132261	407977	51142	135910	119326	-	AAG10	TNFSF12-TNFSF13	CHCHD2	TWE-PRIL	C7orf17	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999862801	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999862801, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O43508	-	NP_742086	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3134468	51142	80829	119326	123322	AAG10	FKSG11	CHCHD2	ZFP91	C7orf17	DMS-8|DSM-8|PZF|ZFP-91|ZNF757	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999984917	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999984917, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 0.999989535, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	Q96JP5	A0A024R4Z4|A0A024R4Z1	NP_444251|NP_001183980	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3139594	51142	79009	119326	122480	AAG10	-	CHCHD2	DDX50	C7orf17	GU2|GUB|RH-II/GuB|mcdrh	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999931358	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999931358, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 0.972875305, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	Q9BQ39	-	NP_076950	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3140677	51142	573	119326	107049	AAG10	RP11-326F20.2	CHCHD2	BAG1	C7orf17	BAG-1|HAP|RAP46	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.997502938	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.997502938, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 0.999996176, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	Q99933	-	NP_001336215|NP_004314|NP_001336228|NP_001165886	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3141045	10578	51142	115829	119326	-	AAG10	GNLY	CHCHD2	519|D2S69E|LAG-2|LAG2|NKG5|TLA519	C7orf17	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.997955118	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.997955118, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P22749	-	NP_001289687|NP_006424|NP_036615	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3141546	246243	51142	128882	119326	-	AAG10	RNASEH1	CHCHD2	H1RNA|RNH1	C7orf17	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999959395	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999959395, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O60930	B3KUD4|E5KN15	NP_001273763|NP_001273766|NP_002927|NP_001365200|NP_001365201|NP_001365202	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3142031	51142	708	119326	107169	AAG10	-	CHCHD2	C1QBP	C7orf17	GC1QBP|HABP1|SF2p32|gC1Q-R|gC1qR|p32	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.987413057	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.987413057, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 0.999479558, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	Q07021	-	NP_001203	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3143219	503639	51142	139038	119326	-	AAG10	DUXAP10	CHCHD2	-	C7orf17	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.994970106	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.994970106, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	-	-	-	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3143827	2298	51142	108587	119326	-	AAG10	FOXD4	CHCHD2	FKHL9|FOXD4A|FREAC-5|FREAC5	C7orf17	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999977495	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999977495, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q12950	-	NP_997188	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3146468	51142	79697	119326	122818	AAG10	-	CHCHD2	C14orf169	C7orf17	MAPJD|NO66|ROX|hsNO66	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999999903	-	BioPlex HCT HCT116 cells CompPASS score = 0.999999903, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	Q9H6W3	-	NP_078920	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3147237	51142	23223	119326	116829	AAG10	RP11-452K12.13-007	CHCHD2	RRP12	C7orf17	KIAA0690	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.916525403	-	BioPlex HCT HCT116 cells CompPASS score = 0.916525403, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	Q5JTH9	B3KMR5	NP_055994|NP_001138586|NP_001271266	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3148570	51142	79159	119326	122577	AAG10	-	CHCHD2	NOL12	C7orf17	Nop25|dJ37E16.7	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.996940723	-	BioPlex HCT HCT116 cells CompPASS score = 0.996940723, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	Q9UGY1	A0A024R1M6	NP_077289	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3153083	51142	93349	119326	125019	AAG10	-	CHCHD2	SP140L	C7orf17	-	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.925959573	-	BioPlex HCT HCT116 cells CompPASS score = 0.925959573, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	Q9H930	U5Y1J8|H7BYP4|U5Y3L1	NP_612411|NP_001295091|NP_001295092	-	-	-	-	-	-	Homo sapiens	Homo sapiens
